wl,B1,B2,B3,B4,B5,B6,B7,B8,B8A
925,0,0,0,0,0,0,0,0,0
926,0,0,0,0,0,0,0,0,0
927,0,0,0,0,0,0,0,0,0
928,0,0,0,0,0,0,0,0,0
929,0,0,0,0,0,0,0,0,0
930,0,0,0,0,0,0,0,0,0
931,0,0,0,0,0,0,0,0,0
932,0,0,0,0,0,0,0,0,0
933,0,0,0,0,0,0,0,0,0
934,0,0,0,0,0,0,0,0,0
935,0,0,0,0,0,0,0,0,0
936,0,0,0,0,0,0,0,0,0
937,0,0,0,0,0,0,0,0,0
938,0,0,0,0,0,0,0,0,0
939,0,0,0,0,0,0,0,0,0
940,0,0,0,0,0,0,0,0,0
941,0,0,0,0,0,0,0,0,0
942,0,0,0,0,0,0,0,0,0
943,0,0,0,0,0,0,0,0,0
944,0,0,0,0,0,0,0,0,0
945,0,0,0,0,0,0,0,0,0
946,0,0,0,0,0,0,0,0,0
947,0,0,0,0,0,0,0,0,0
948,0,0,0,0,0,0,0,0,0
949,0,0,0,0,0,0,0,0,0
950,0,0,0,0,0,0,0,0,0
